,name,hp,hp+,hp5,hp5+,mp,mp+,mp5,mp5+,ad,ad+,as,as+,ar,ar+,mr,mr+,ms,rng,ID,Dificultad,AD,Defensa,AP,Pasiva,Win Rate,Ban Rate,Play Rate
90,Rammus,564.48,86.0,8.0,0.55,310.44,33.0,7.84,0.5,55.88,3.5,0.625,2.215,36.0,4.3,32.1,1.25,335.0,125.0,33,5,4,10,5,Spiked Shell,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.08466478791470627, <Position.jungle: 'JUNGLE'>: 2.534488034086198, <Position.middle: 'MIDDLE'>: 0.0002573397808957638, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.079517992296791}"
91,Rek'Sai,570.0,85.0,7.5,0.65,100.0,0.0,0.0,0.0,64.0,3.0,0.667,2.0,36.0,3.75,32.1,1.25,335.0,175.0,421,3,8,5,2,Fury of the Xer'Sai,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.11418166078345038, <Position.jungle: 'JUNGLE'>: 2.838586453170722, <Position.middle: 'MIDDLE'>: 0.006201888719587906, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0003088077370749165}"
92,Renekton,575.0,87.0,8.0,0.75,100.0,0.0,0.0,0.0,69.0,3.75,0.665,2.75,35.0,4.0,32.1,1.25,345.0,125.0,58,3,8,5,2,Reign of Anger,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 4.972833926029739, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.9071741956137463, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}"
93,Rengar,585.0,90.0,7.0,0.5,4.0,0.0,0.0,0.0,68.0,3.0,0.667,3.0,34.0,3.0,32.1,1.25,345.0,125.0,107,8,7,4,2,Unseen Predator,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 1.3564637190796602, <Position.jungle: 'JUNGLE'>: 2.3621990507764843, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.019223281632913553, <Position.utility: 'UTILITY'>: 0.000411743649433222}"
94,Riven,558.48,86.0,7.0,0.5,0.0,0.0,0.0,0.0,64.0,3.0,0.625,3.5,33.0,3.2,32.1,1.25,340.0,125.0,92,8,8,5,1,Runic Blade,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 6.804166742796351, <Position.jungle: 'JUNGLE'>: 0.09354301035561012, <Position.middle: 'MIDDLE'>: 0.4714464786010392, <Position.bottom: 'BOTTOM'>: 0.0002573397808957638, <Position.utility: 'UTILITY'>: 0.0}"
95,Rumble,589.0,85.0,8.0,0.6,100.0,0.0,0.0,0.0,61.036,3.2,0.644,1.85,30.88,3.5,32.1,1.25,345.0,125.0,68,10,3,6,8,Junkyard Titan,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 1.1038075221961996, <Position.jungle: 'JUNGLE'>: 6.3448924358316825, <Position.middle: 'MIDDLE'>: 1.4229603184631257, <Position.bottom: 'BOTTOM'>: 0.0013124328825683952, <Position.utility: 'UTILITY'>: 0.10787683615150416}"
96,Ryze,570.48,98.0,8.0,0.8,300.0,50.0,8.0,0.8,55.04,3.0,0.625,2.112,21.552,3.0,34.0,0.5,340.0,550.0,13,7,2,2,10,Arcane Mastery,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.7852466074253335, <Position.jungle: 'JUNGLE'>: 0.0002573397808957638, <Position.middle: 'MIDDLE'>: 2.4238319283010195, <Position.bottom: 'BOTTOM'>: 0.000617615474149833, <Position.utility: 'UTILITY'>: 0.0}"
97,Sejuani,560.0,95.0,8.5,1.0,400.0,40.0,7.0,0.7,66.0,4.0,0.625,3.5,34.0,4.25,32.1,1.25,340.0,150.0,113,4,5,7,6,Fury of the North,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.17774458666470402, <Position.jungle: 'JUNGLE'>: 2.1892924519926202, <Position.middle: 'MIDDLE'>: 0.006150420763408753, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0007205513865081385}"
98,Senna,520.0,85.0,3.5,0.55,350.0,45.0,11.5,0.4,50.0,0.0,0.2,4.0,28.0,3.5,30.0,0.5,330.0,600.0,235,7,7,2,6,Absolution,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.027561090533936298, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0015440386853745826, <Position.bottom: 'BOTTOM'>: 1.57821340827754, <Position.utility: 'UTILITY'>: 12.427298295149686}"
99,Shaco,587.0,89.0,8.5,0.55,297.2,40.0,7.156,0.45,63.0,3.0,0.694,3.0,30.0,3.5,32.1,1.25,350.0,125.0,35,9,8,4,6,Backstab,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.1311403523444812, <Position.jungle: 'JUNGLE'>: 8.241589556945819, <Position.middle: 'MIDDLE'>: 0.008672350616187239, <Position.bottom: 'BOTTOM'>: 0.00036027569325406924, <Position.utility: 'UTILITY'>: 1.5447335027830011}"
100,Shen,540.0,85.0,8.5,0.75,400.0,0.0,50.0,0.0,60.0,3.0,0.651,3.0,34.0,3.0,32.1,1.25,340.0,125.0,98,4,3,9,3,Ki Barrier,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 5.764179486262302, <Position.jungle: 'JUNGLE'>: 0.0908409426562046, <Position.middle: 'MIDDLE'>: 0.0907380067438463, <Position.bottom: 'BOTTOM'>: 0.0003088077370749165, <Position.utility: 'UTILITY'>: 0.45505393455797905}"
101,Shyvana,595.0,95.0,8.5,0.8,100.0,0.0,0.0,0.0,66.0,3.4,0.658,2.5,38.0,3.35,32.1,1.25,350.0,125.0,102,4,8,6,3,Fury of the Dragonborn,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.2104524728165556, <Position.jungle: 'JUNGLE'>: 1.1894244673002201, <Position.middle: 'MIDDLE'>: 0.008209139010574863, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}"
102,Singed,610.0,85.0,9.5,0.55,330.0,45.0,7.5,0.55,63.0,3.375,0.613,1.9,37.0,3.5,32.1,1.25,345.0,125.0,27,5,4,8,7,Noxious Slipstream,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 1.8265205628638623, <Position.jungle: 'JUNGLE'>: 0.010756802841442925, <Position.middle: 'MIDDLE'>: 0.07426826076651742, <Position.bottom: 'BOTTOM'>: 0.009753177695949446, <Position.utility: 'UTILITY'>: 0.005404135398811039}"
103,Sion,545.0,73.0,7.5,0.8,330.0,42.0,8.0,0.6,68.0,4.0,0.679,1.3,32.0,3.0,32.1,1.25,345.0,175.0,14,5,5,9,3,Glory in Death,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 2.602528672155038, <Position.jungle: 'JUNGLE'>: 0.1996699359970231, <Position.middle: 'MIDDLE'>: 0.14200009109828243, <Position.bottom: 'BOTTOM'>: 0.11070757374135756, <Position.utility: 'UTILITY'>: 0.09086667663429418}"
104,Sivir,532.0,88.0,3.25,0.55,284.0,50.0,8.0,0.9,61.0,3.0,0.625,1.6,26.0,3.25,30.0,0.5,335.0,500.0,15,4,9,3,1,Fleet of Foot,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.020690118384019403, <Position.bottom: 'BOTTOM'>: 3.7667853088836525, <Position.utility: 'UTILITY'>: 0.0}"
105,Skarner,601.28,90.0,9.0,0.85,320.0,40.0,7.206,0.45,65.0,4.5,0.625,2.1,38.0,3.8,32.1,1.25,335.0,125.0,72,5,7,6,5,Crystal Spires,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.11225161242673215, <Position.jungle: 'JUNGLE'>: 0.7673872266311675, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}"
106,Sona,482.36,77.0,5.5,0.55,340.6,45.0,11.5,0.4,49.0,3.0,0.644,2.3,28.0,3.3,30.0,0.5,325.0,550.0,37,4,5,2,8,Power Chord,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0010293591235830551, <Position.bottom: 'BOTTOM'>: 0.001646974597732888, <Position.utility: 'UTILITY'>: 2.177351886159057}"
107,Soraka,529.04,78.0,2.5,0.5,350.8,60.0,11.5,0.4,50.04,3.0,0.625,2.14,32.0,3.8,30.0,0.5,325.0,550.0,16,3,2,5,7,Salvation,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0556625946077537, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.013124328825683951, <Position.bottom: 'BOTTOM'>: 0.022826038565454242, <Position.utility: 'UTILITY'>: 4.866835670278773}"
108,Swain,525.0,85.0,7.0,0.65,468.0,28.5,8.0,0.8,58.0,2.7,0.625,2.11,22.72,4.0,30.0,0.5,335.0,525.0,50,8,2,6,9,Ravenous Flock,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.15069817569255925, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.42937142442458187, <Position.bottom: 'BOTTOM'>: 0.8455413180892108, <Position.utility: 'UTILITY'>: 2.7068027513740014}"
109,Sylas,585.0,95.0,9.0,0.9,280.0,50.0,7.0,0.8,61.0,3.0,0.645,3.5,32.0,3.0,39.0,1.25,340.0,175.0,517,5,3,4,8,Petricite Burst,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 4.771233941675997, <Position.jungle: 'JUNGLE'>: 0.2722140202315389, <Position.middle: 'MIDDLE'>: 14.463525045465506, <Position.bottom: 'BOTTOM'>: 0.000823487298866444, <Position.utility: 'UTILITY'>: 0.09907581564486903}"
110,Syndra,523.0,90.0,6.5,0.6,480.0,40.0,8.0,0.8,53.872,2.9,0.625,2.0,24.712,3.4,30.0,0.5,330.0,550.0,134,8,2,3,9,Transcendent,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0006948174084185621, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 1.7665089259589701, <Position.bottom: 'BOTTOM'>: 0.10059412035215405, <Position.utility: 'UTILITY'>: 0.07460280248168191}"
111,Tahm Kench,600.0,100.0,6.5,0.55,325.0,40.0,8.0,1.0,56.0,3.2,0.658,2.5,47.0,3.5,32.1,1.25,335.0,175.0,223,5,3,9,6,An Acquired Taste,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.5568575518803431, <Position.jungle: 'JUNGLE'>: 0.0009264232112247494, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.4540760433905751, <Position.utility: 'UTILITY'>: 0.3465080149761459}"
112,Taliyah,532.0,90.0,7.0,0.7,425.0,30.0,9.335,0.85,58.0,3.3,0.625,1.36,20.0,3.5,30.0,0.5,335.0,525.0,163,5,1,7,8,Rock Surfing,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.9822659436791302, <Position.middle: 'MIDDLE'>: 0.14431614912634433, <Position.bottom: 'BOTTOM'>: 0.007565789558335454, <Position.utility: 'UTILITY'>: 0.15414652875656248}"
113,Talon,588.0,95.0,8.5,0.75,377.2,37.0,7.6,0.8,68.0,3.1,0.625,2.9,30.0,3.5,39.0,1.25,335.0,125.0,91,7,9,3,1,Blade's End,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.12138717464853176, <Position.jungle: 'JUNGLE'>: 0.09459810345728276, <Position.middle: 'MIDDLE'>: 4.40720108762085, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}"
114,Taric,575.0,90.0,6.0,0.5,300.0,60.0,8.5,0.8,55.0,3.5,0.625,2.0,40.0,3.4,32.1,1.25,340.0,150.0,44,3,4,8,5,Bravado,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.07290435992776988, <Position.jungle: 'JUNGLE'>: 0.02094745816491517, <Position.middle: 'MIDDLE'>: 0.03386591516588251, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 1.131162740905419}"
115,Teemo,528.0,90.0,5.5,0.65,334.0,20.0,9.6,0.45,54.0,3.0,0.69,3.38,24.3,3.75,30.0,0.5,330.0,500.0,17,6,5,3,7,Guerrilla Warfare,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 2.4297764772397117, <Position.jungle: 'JUNGLE'>: 0.031318251335014445, <Position.middle: 'MIDDLE'>: 0.1550214840116081, <Position.bottom: 'BOTTOM'>: 0.004065968538153068, <Position.utility: 'UTILITY'>: 0.1497974864594241}"
116,Thresh,560.52,93.0,7.0,0.55,273.92,44.0,6.0,0.8,56.0,2.2,0.625,3.5,28.0,0.0,30.0,0.5,335.0,450.0,412,7,5,6,6,Damnation,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.000617615474149833, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.00038600967134364564, <Position.utility: 'UTILITY'>: 16.98720480875408}"
117,Tristana,559.0,88.0,3.75,0.65,250.0,32.0,7.2,0.45,61.0,3.3,0.656,1.5,26.0,3.0,30.0,0.5,325.0,525.0,18,4,9,3,5,Draw a Bead,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.1127405580104341, <Position.jungle: 'JUNGLE'>: 0.0004632116056123747, <Position.middle: 'MIDDLE'>: 0.8271157897770742, <Position.bottom: 'BOTTOM'>: 12.091830156773968, <Position.utility: 'UTILITY'>: 0.0}"
118,Trundle,616.28,96.0,6.0,0.75,281.6,45.0,7.508,0.6,68.0,3.0,0.67,2.9,37.0,2.7,32.1,1.25,350.0,175.0,48,5,7,6,2,King's Tribute,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 1.089550898334574, <Position.jungle: 'JUNGLE'>: 1.5353406007803057, <Position.middle: 'MIDDLE'>: 0.0011065610578517842, <Position.bottom: 'BOTTOM'>: 0.00036027569325406924, <Position.utility: 'UTILITY'>: 0.15013202817458857}"
119,Tryndamere,625.64,98.0,8.5,0.9,100.0,0.0,0.0,0.0,69.0,3.7,0.67,2.9,33.0,3.1,32.1,1.25,345.0,125.0,23,5,10,5,2,Battle Fury,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 3.2360220107861397, <Position.jungle: 'JUNGLE'>: 0.1002081106808104, <Position.middle: 'MIDDLE'>: 0.6565509829993621, <Position.bottom: 'BOTTOM'>: 0.001441102773016277, <Position.utility: 'UTILITY'>: 0.0}"
