Champion;Ability;Type;Description;Range;Cooldown;Cost;Scalings
VI;BLAST SHIELD;Passive;When Vi's activated abilities damage an enemy, she gains a shield equal to 15% of her maximum health for 3 seconds. Blast shield has a cooldown of 16-12 seconds (at levels 1-9).;;;;
VI;DENTING BLOWS;W;Every 3rd attack on the same target deals an additional 4/5.5/7/8.5/10% (+ 1% per 35 bonus AD) of the target's maximum Health as physical damage, reduces its Armor by 20% and grants Vi 30/37.5/45/52.5/60% Attack Speed for 4 seconds (max 300 damage vs. minions and monsters). Blast Shield's cooldown is reduced by 3 seconds whenever Denting Blows procs.;;;;(+ 1% per 35 bonus AD)
VI;EXCESSIVE FORCE;E;Range: 600 Cooldown: 1 Cost: 26/32/38/44/50 Causes next basic attack to deal 10/30/50/70/90 (+1.1 Attack Damage) (+90% of ability power) physical damage to the target and enemies behind it. This damage can critically strike. Vi charges a new punch every 14/12.5/11/9.5/8 seconds and can hold 2 charges at once.;600;1;26/32/38/44/50;(+1.1 Attack Damage), (+90% of ability power)
VI;VAULT BREAKER;Q;Range: 250/725 Cooldown: 12/10.5/9/7.5/6 Cost: 50/60/70/80/90 Charges a powerful punch that carries Vi forward. First Cast: Slows Vi's movement speed by 15% while increasing damage and dash range over 1.25 seconds. Second Cast: Vi dashes forward, dealing 55/80/105/130/155 (+0.8 per bonus attack damage) to 110/160/210/260/310 (+1.4 per bonus attack damage) physical damage and applying Denting Blows to all enemies hit. Stops upon colliding with an enemy champion, knocking it back. When interrupted, Vault Breaker goes on a 3 second cooldown, refunding 50% of the Mana cost.;250/725;12/10.5/9/7.5/6;50/60/70/80/90;(+0.8 per bonus attack damage), (+1.4 per bonus attack damage)
VIKTOR;CHAOS STORM;R;Range: 700 Cooldown: 120/100/80 Cost: 100 After a 0.25 second delay, Viktor conjures a singularity at the target location, dealing 100/175/250 (+50% of ability power) magic damage and interrupting channeled abilities. The storm cloud remains for 6 seconds afterwards, firing lightning bolts which deal 65/105/145 (+45% of ability power) magic damage to all nearby enemies every second. While the singularity is active Viktor can re-activate Chaos Storm to move it to the cursor's location or at an enemy champion. The singularity moves faster the closer it is to Viktor. AUGMENT- PERFECT STORM: The Chaos Storm moves 25% faster.;700;120/100/80;100;(+50% of ability power), (+45% of ability power)
VIKTOR;DEATH RAY;E;Range: 525 Cooldown: 12/11/10/9/8 Cost: 70/80/90/100/110 Viktor uses his robotic arm to fire a 500-unit length laser beam across the field in a chosen path, dealing 70/110/150/190/230 (+60% of ability power) magic damage to every enemy it hits. Augment - Aftershock: An explosion follows Death Ray's wake, dealing an additional 20/60/100/140/180 (+70% of ability power) magic damage.;525;12/11/10/9/8;70/80/90/100/110;(+60% of ability power), (+70% of ability power)
VIKTOR;GLORIOUS EVOLUTION;Passive;Viktor starts each game with a Prototype Hex Core, which permanently occupies one of his item slots. Viktor can spend gold to upgrade his Hex Core up to three times, increasing its stats and granting Viktor 1 Evolution point that he can spend to augment one of his basic abilities. Upon evolving each of his basic abilities, Viktor will automatically augment his Chaos Storm ability. - Prototype Hex Core: Grants Viktor +3 ability power per level. - The Hex Core MK-1 - 1150g: Grants +4 ability power per level, +20 ability power, 150 mana and 1 Evolution Point. - The Hex Core MK-2 - 1000g: Grants +5 ability power per level, +40 ability power, 300 mana and 1 Evolution Point. - Perfect Hex Core - 850g: Grants Viktor +6 ability power per level, +60 ability power, 500 mana and 1 Evolution Point.;;;;
VIKTOR;GRAVITY FIELD;W;"Range: 800 Cooldown: 17/16/15/14/13 Cost: 65 Viktor conjures a gravitational imprisonment device at a target location for 4 seconds, slowing all enemies that pass above it by 28/32/36/40/44%. Whilst under its effects, enemies generate stacks every 0.5 seconds; at 3 stacks the target will be stunned for 1.5 seconds. AUGMENT- MAGNETIZE: Viktor's abilities, excluding Chaos Storm, slow enemies hit by 20% for 1 second.";800;17/16/15/14/13;65;
VIKTOR;SIPHON POWER;Q;Range: 600 Cooldown: 9/8/7/6/5 Cost: 45/50/55/60/65 Viktor blasts an enemy unit, dealing 60/75/90/105/120 (+40% of ability power) magic damage while shielding himself for 25 (+5 per level) (+20% of ability power) for 2.5 seconds. Viktor's next basic attack is converted into magic damage, dealing 20/45/70/95/120 (+60% of ability power) damage. AUGMENT- TURBOCHARGE: Viktor gains 30% bonus movement speed for 2.5 seconds after using Siphon Power. Also increases Siphon Power's shield value by 60%.;600;9/8/7/6/5;45/50/55/60/65;(+40% of ability power), (+5 per level), (+20% of ability power), (+60% of ability power)
VLADIMIR;CRIMSON PACT;Passive;Every 40 points of bonus health gives Vladimir 1 ability power and every 1 point of ability power gives Vladimir 1.4 bonus health. These bonuses do not stack with themselves.;;;;
VLADIMIR;HEMOPLAGUE;R;Range: 700 Cooldown: 150/135/120 Vladimir infects the target area with a virulent plague. Affected enemies take 10% increased damage for 4 seconds. After 4 seconds, infected enemies take 150/250/350 (+70% of ability power) magic damage, while Vladimir is healed for the same amount (healing is increased by 50% for each additional champion hit beyond the first).;700;150/135/120;;(+70% of ability power)
VLADIMIR;SANGUINE POOL;W;Range: 300 Cooldown: 28/25/22/19/16 Cost: 20 Vladimir sinks into a pool of blood for 2 seconds, becoming untargetable and gaining 37.5% bonus movement speed which decays rapidly over 1 second. Enemies above him are slowed by 40% and take 20/33.75/47.5/61.25/75 (+2.5% of bonus health) magic damage every half second, while Vladimir heals himself for 15% of the damage done.;300;28/25/22/19/16;20;(+2.5% of bonus health)
VLADIMIR;TIDES OF BLOOD;E;Range: 600 Cooldown: 13/11/9/7/5 Vladimir charges up a reservoir of blood, paying 2.5% - 8% of his maximum health (based on charge duration) over 1 second to increase Tides of Blood's damage. Vladimir is slowed after the initial 1 second if he continues to charge. On release (or after 1.5 seconds), Vladimir unleashes a nova of blood missiles, dealing between 30/45/60/75/90 (+35% of ability power) (+2.5% of max health) and 60/90/120/150/180 (+80% of ability power) (+6% of max health) magic damage (based on charge duration) to the first enemy hit in a large area around him. If charged for at least 1 second, enemies hit by Tides of Blood are also slowed by 40% for 0.5 seconds.;600;13/11/9/7/5;;(+35% of ability power), (+2.5% of max health), (+80% of ability power), (+6% of max health)
VLADIMIR;TRANSFUSION;Q;Range: 600 Cooldown: 9/8/7/6/5 Vladimir drains the life force of his target, dealing 80/100/120/140/160 (+60% of ability power) magic damage and healing himself for 20/25/30/35/40 (+35% of ability power). The healing is 35% effective vs minions. After casting Transfusion twice, Vladimir gains Crimson Rush for 2.5 seconds once Transfusion comes off cooldown. While under the effects of Crimson Rush, Vladimir gains a short burst of speed and his next Transfusion deals 85% more damage and heals for 30-200 (at levels 1-18) (+4% missing Health per 100 ability power).;600;9/8/7/6/5;;(+60% of ability power), (+35% of ability power), (+4% missing Health per 100 ability power)
VOLIBEAR;FRENZIED MAUL;W;Cooldown: 5 Cost: 30/35/40/45/50 Volibear strikes the target enemy, dealing 10/35/60/85/110 (+1.0 per attack damage) (+6% of his bonus health) physical damage, applying on-hit effects, and Wounding them for 8 seconds. If Frenzied Maul targets a Wounded enemy, Volibear bites the target, dealing 50% increased damage and healing himself for 20/35/50/65/80 (+8/10/12/14/16% of his missing health). The heal is halved against minions. Frenzied Maul also benefits from life steal. Target Range: 325 (Standard range)/350 (Enhanced Range);325;5;30/35/40/45/50;(+1.0 per attack damage), (+6% of his bonus health), (+8/10/12/14/16% of his missing health)
VOLIBEAR;SKY SPLITTER;E;Range: 1200 Cooldown: 15 Cost: 60 Volibear summons a lightning bolt to strike at the target location after a 2-second delay. Enemies can see the cast location indicator after a 1-second delay. If Volibear is within the lightning strike, he shields himself for 15% of his maximum health (+80% of ability power) for 3 seconds. The lightning bolt deals 80/110/140/170/200 (+80% of ability power) (+0.11/0.12/0.13/0.14/0.15% of target's maximum health) magic damage to all enemies struck, capped against non-champions, slowing them by 40% for 2 seconds, and grants sight of the area. Effect Radius: 325 (Damage Radius)/425 (Shield granting radius);1200;15;60;"(+80% of ability power), (+80% of ability power), ""(+0.11/0.12/0.13/0.14/0.15% of targets maximum health)"""
VOLIBEAR;STORMBRINGER;R;Range: 700 Cooldown: 140/130/120 Cost: 100 Volibear gains Stormbringer for 12 seconds and leaps to the target location with immunity to crowd control as well as granting sight of the area in a 500 radius during it. If Thundering Smash is active when Stormbringer is cast, its duration is refreshed. Volibear becomes ghosted and gains 200/400/600 bonus health, 50 bonus attack range, 25 increased range on Frenzied Maul, and 25% increased size. Volibear impacts after a 1 second delay, slowing all enemies in an area by 50%, decaying over 1 second. Enemies in the epicenter are also dealt 300/500/700 (+2.5 per bonus attack damage) (+125% of ability power) physical damage. Volibear also disables enemy turrets in an area for 3/4/5 seconds, dealing them the same physical damage. Stormbringer will cast at max range if cast beyond that. Effect Radius: 300 (Damage Radius)/500 (Slow Radius)/700 (Turret damage and disable radius);700;140/130/120;100;(+2.5 per bonus attack damage), (+125% of ability power)
VOLIBEAR;THE RELENTLESS STORM;Passive;Range: 450 Volibear gains 1 stack of The Relentless Storm whenever he damages an enemy with basic attacks on-hit and abilities, up to a maximum of 5. The Relentless Storm lasts for 6 seconds, refreshing whenever Volibear gains a stack. At maximum stacks, he gains Lightning Claws. Volibear gains 5% bonus attack speed per stack, up to 25% bonus attack speed. Volibear's claws ignite with lightning, causing his basic attacks on-hit to deal 11−60 (+40% of ability power) bonus magic damage to the target and the closest visible enemy within 450 units of the target, chaining up to 4 subsequent targets (depending on level).;450;;;(+40% of ability power)
VOLIBEAR;THUNDERING SMASH;Q;Cooldown: 14/13/12/11/10 Cost: 50 Volibear drops on all fours, becoming ghosted and gaining 15/20/25/30/35% bonus movement speed for 4 seconds, doubled when moving towards visible enemy champions. While active, Volibear's next basic attack within the duration pounces on the target, deals 20/40/60/80/100 (+1.2 per bonus attack damage) bonus physical damage, and stuns the target for 1 second. If Volibear becomes immobilized while Thundering Smash is active, the effect ends prematurely and the cooldown is reset. Thundering Smash resets Volibear's basic attack timer, benefits from life steal and is affected by critical strike modifiers.;;14/13/12/11/10;50;(+1.2 per bonus attack damage)
WARWICK;BLOOD HUNT;W;Range: 5000 Cooldown: 120/105/90/75/60 Cost: 70 Passive: Warwick gains 70/80/90/100/110% bonus attack speed against all enemies below 50% of their maximum health. Enemy champions below that amount are also Blood Hunted, granting him 35/40/45/50/55% bonus movement speed while moving toward them as well as highlighting their position to Warwick in the form of a scent trail. These bonuses increase to 125/162.5/200/237.5/275% attack speed and 87.5/100/112.5/125/137.5% movement speed against enemies below 20% maximum health. Active: Warwick briefly senses all enemies and then Blood Hunts the nearest enemy champion within a large radius for 8 seconds, regardless of their current health. After being in combat with a champion, Blood Hunt may only be activated passively for 3 seconds. Its bonus movement speed will also be lost for 0.5 seconds, but will build up again every 0.25 seconds over the next 3.5 seconds. This ability cools down twice as fast if Warwick is not Blood Hunting.;5000;120/105/90/75/60;70;
WARWICK;ETERNAL HUNGER;Passive;Warwick's basic attacks deal 10-44 (based on level) bonus magic damage on-hit. While below 50% maximum health, Warwick's basic attacks also heal him for the same amount, with the healing increases by 150% while below 25% maximum health.;;;;
WARWICK;INFINITE DURESS;R;Cooldown: 110/90/70 Cost: 100 Warwick leaps in a direction (range = 250% current movement speed), suppressing the first enemy champion he collides with for 1.5 seconds. Warwick channels over the duration, dealing 175/350/525 (+1.675 per bonus attack damage) magic damage to his target and applying on-hit effects 3 times, while healing himself for the damage dealt. Warwick is unstoppable during the leap but can be interrupted during the channel.;;110/90/70;100;(+1.675 per bonus attack damage)
WARWICK;JAWS OF THE BEAST;Q;Range: 350 Cooldown: 6 Cost: 50/60/70/80/90 Warwick dashes to the target enemy and bites them, dealing magic damage equal to 120% of his attack damage (+90% of ability power) (+6/7/8/9/10% of his target's maximum health), applying on-hit effects and healing himself for 30/45/60/75/90% of the damage dealt. If Jaws of the Beast is held, Warwick will lock his teeth into his target and use them to swing around to their far side. Warwick is unable to act while swinging around his target, and will move wherever they move until he jumps off.;350;6;50/60/70/80/90;"(+90% of ability power), ""(+6/7/8/9/10% of his targets maximum health)"""
WARWICK;PRIMAL HOWL;E;Cooldown: 15/14/13/12/11 Cost: 40 Warwick reduces all incoming damage by 35/40/45/50/55% for up to 2.5 seconds, or until Primal Howl is reactivated. Once the damage reduction ends, Warwick unleashes a howl that causes all nearby enemies to flee for 1 second. Landing Infinite Duress will automatically reactivate Primal Howl, but the target will not flee.;;15/14/13/12/11;40;
WUKONG;CRUSHING BLOW;Q;Cooldown: 9/8.5/8/7.5/7 Cost: 40 Wukong empowers his staff, causing his next basic attack within 5 seconds to gain 75/100/125/150/175 bonus range, deal 20/45/70/95/120 (+0.5 attack damage) in bonus physical damage and reduce his target's armor by 10/15/20/25/30% for 3 seconds. Cooldown is reduced by 0.5 seconds whenever Wukong or his clone damages an enemy. Crushing Blow resets Wukong's basic attack timer.;;9/8.5/8/7.5/7;40;(+0.5 attack damage)
WUKONG;CYCLONE;R;Range: 325 Cooldown: 120/105/90 Cost: 100 Wukong and his clone spin their staffs around for up to 2 seconds, becoming disarmed, gaining 20% bonus movement speed and reducing their attack range to 50. The spin deals 1/1.5/2% of the target's maximum health (+0.275 attack damage) in physical damage to nearby enemies every 0.25 seconds. The damage can go to a total of 16/24/32% of the target's maximum health (+4.4 attack damage). Enemies affected by Cyclone for the first time are knocked up for 0.75 seconds. Cyclone can be cancelled after casting another ability or recasting after 0.5 seconds. Cyclone can be cast a second time within 8 seconds of the first cast. RECAST: Wukong and his clone spin their staffs a second time, mimicking the first cast's effects. If recast while spinning, Wukong stops spinning early instead. Wukong can still spin a second time after stopping his first spin early, and can end his second spin early as well. Nimbus Strike's bonus attack speed duration is continuously refreshed while spinning. Cyclone's damage is capped at 200/400/600 per second against monsters (depending on level).;325;120/105/90;100;(+0.275 attack damage), (+4.4 attack damage)
WUKONG;NIMBUS STRIKE;E;Range: 625 Cooldown: 10/9.5/9/8.5/8 Cost: 30/35/40/45/50 Wukong dashes on a cloud to the target enemy and sends out untargetable clones to attack up to two additional enemies near the primary target, dealing 80/110/140/170/200 (+80% of ability power) in magic damage to each enemy struck. The clones can block non-targeted attacks or abilities for 0.25 seconds after hitting their targets. Upon hitting his target, Wukong and his clones gain 40/45/50/55/60% bonus attack speed for 5 seconds. Wukong's Warrior Trickster and Cyclone can be queued up during his dash.;625;10/9.5/9/8.5/8;30/35/40/45/50;(+80% of ability power)
WUKONG;STONE SKIN;Passive;Wukong gains 5−9 bonus armor (depending on level) and regenerates 0.5% of his maximum health per 5 seconds. These effects are increased by 50% for 5 seconds whenever Wukong or his clone damage an enemy champion or monster. Bonuses stack up to 10 times to a maximum of 30 − 66 bonus armor (depending on level) and 3% maximum health regeneration.;;;;
WUKONG;WARRIOR TRICKSTER;W;Cooldown: 20/19/18/17/16 Cost: 80/70/60/50/40 Wukong dashes 300 units away in a direction, entering invisibility for 1 second and leaving behind a decoy of himself for 3.25 seconds. The clone can basic attack and cast Cyclone with 35/40/45/50/55% reduced damage, prioritizing the last enemy Wukong damaged. The clone's Cyclone won't knock up enemies who were already knocked up by Wukong. The clone can gain Nimbus Strike's bonus attack speed and Crushing Blow.;;20/19/18/17/16;80/70/60/50/40;
XAYAH;BLADECALLER;E;Cooldown: 12/11/10/9/8 Cost: 40 Xayah recalls all her Feathers, dealing 55/65/75/85/95 (+0.6 per bonus attack damage) physical damage to enemies they strike on their way toward her, increasing by 0-50% for every 1% of Xayah's Critical Strike Chance. Minions take 50% damage. Enemies take 100−55% damage from a feather (depending on feathers hit) going to a maximum of 9 feathers and capped at 55% damage. Enemies struck by at least 3 Feathers are rooted for 1.25 seconds.;;12/11/10/9/8;40;(+0.6 per bonus attack damage)
XAYAH;CLEAN CUTS;Passive;After casting an ability, Xayah's next 3 basic attacks strike all enemies along their path, dealing 100% damage to her main target and 30/40/50% pass-through damage to other enemies (at levels 1/7/13. At her maximum attack range, a Feather will be left in the ground for 6 seconds. Xayah can store up to 5 empowered attacks. Lover's Leap: If either Xayah or Rakan is recalling, the other may move nearby and activate their own recall to join them. Both reach base at the time of which the initiator's recall ends.;;;;
XAYAH;DEADLY PLUMAGE;W;Cooldown: 20/19/18/17/16 Cost: 60/55/50/45/40 Xayah surrounds herself with a storm of feather-blades for 4 seconds, granting her 35/40/45/50/55% bonus attack speed, 20% increased damage on her attacks, and 30% bonus movement speed for 1.5 seconds whenever she attacks a champion. If Rakan is nearby, he will also gain Deadly Plumage.;;20/19/18/17/16;60/55/50/45/40;
XAYAH;DOUBLE DAGGERS;Q;Cooldown: 10/9/8/7/6 Cost: 50 After a brief wind-up, Xayah hurls two feather-blades in quick succession in the target direction, and leaving 2 Feathers on the ground at maximum range. The feather-blades deal 40/60/80/100/120 (+0.5 per bonus attack damage) physical damage to all enemies they pass through, reduced to 50% against units beyond the first.;;10/9/8/7/6;50;(+0.5 per bonus attack damage)
XAYAH;FEATHERSTORM;R;Cooldown: 160/145/130 Cost: 80/90/100 Xayah leaps into the air, becoming briefly untargetable but still able to move. After a short delay, she unleashes a volley of feather-blades forward in a cone, dealing 125/250/375 (+1.0 per bonus attack damage) physical damage to all enemies struck and leaving a line of 5 Feathers at the end of Featherstorm's maximum range.;;160/145/130;80/90/100;(+1.0 per bonus attack damage)
XERATH;ARCANE BARRAGE;R;Xerath calls down a blast of arcane energy, which strikes after a 0.5 second delay dealing 200/240/280 (+43% AP) magic damage to enemies within a moderate area. May be cast up to 3/4/5 times while Rite of the Arcane is active.;;;;(+43% AP)
XERATH;ARCANOPULSE;Q;Range: 750 Cooldown: 9/8/7/6/5 Cost: 80/90/100/110/120 First cast: Xerath starts charging, gradually increasing the range of Arcanopulse up to a maximum of 1400 while decreasing his movement speed by up to 50% over the next 1.5 seconds. While charging, Xerath cannot attack or use his other abilities. After 3 seconds, Arcanopulse cancels and half the mana cost is refunded. Second cast: After a brief cast time, Xerath fires a beam of energy in a line the deals 80/120/160/200/240 (+75% AP) magic damage to all enemies hit.;750;9/8/7/6/5;80/90/100/110/120;(+75% AP)
XERATH;EYE OF DESTRUCTION;W;Range: 1100 Cooldown: 14/13/12/11/10 Cost: 70/80/90/100/110 Xerath calls down a blast of arcane energy, which strikes after a 0.5 second delay dealing 60/90/120/150/180 (+60% AP) magic damage and slowing enemies in a target 200-radius area by 25% for 2.5 seconds. Enemies hit directly take 100.02/150.03/200.04/250.05/300.06 (+100.02% AP) magic damage and are slowed by 60/65/70/75/80 % instead. The empowered slow decays down to 25% over the duration.;1100;14/13/12/11/10;70/80/90/100/110;(+60% AP), (+100.02% AP)
XERATH;MANA SURGE;Passive;Every 12 seconds, Xerath's next basic attack will restore 30/33/36/42/48/54/63/72/81/90/102/114/126/138/150/165/180/195 Mana. The amount of Mana restored is doubled if the attack target is a champion.;;;;
XERATH;RITE OF THE ARCANE;R;Range: 5000 Cooldown: 130/115/100 Cost: 100 Xerath anchors himself to his current location for up to 10 seconds. While anchored, Xerath is immune to displacement effects and gains the ability to cast Arcane Barrage up to 3/4/5 times but cannot cast his other abilities. Rite of the Arcane can be cancelled early by moving or attacking and will automatically end once all shots have been fired. If Rite of the Arcane ends without using a single cast of Arcane Barrage, the cooldown is reduced by 50%. Arcane Barrage: Xerath calls down a blast of arcane energy which strikes after a short delay, dealing 200/250/300 (+45% AP) magic damage to enemies within a moderate area. Arcane Barrage has a 0.8 second cooldown between casts (unaffected by cooldown reduction).;5000;130/115/100;100;(+45% AP)
XERATH;SHOCKING ORB;E;Range: 1050 Cooldown: 18/16/14/12/10 Cost: 60/65/70/75/80 Xerath fires a orb of energy forward in a line that detonates on striking an enemy, dealing 80/110/140/170/200 (+45% AP) magic damage and stunning them for between 0.5 and 2 seconds. The stun duration is longer the further the Shocking Orb has travelled.;1050;18/16/14/12/10;60/65/70/75/80;(+45% AP)
XIN ZHAO;AUDACIOUS CHARGE;E;Range: 650 Cooldown: 12 Cost: 50 Xin Zhao charges and challenges an enemy. The charge deals 50/75/100/125/150 (+60% of ability power) magic damage to all nearby enemies and slows them for 30% for 0.5 seconds. Casting Audacious Charge grants Xin Zhao 40/45/50/55/60% attack speed for 5 seconds.;650;12;50;(+60% of ability power)
XIN ZHAO;CRESCENT GUARD;R;Range: 188 Cooldown: 120/110/100 Cost: 100 Passive: The last enemy champion targeted by Xin Zhao's basic attacks or Audacious Charge is Challenged for 3 seconds. Active: Xin Zhao sweeps around him, dealing 75/150/225 (+1.0 per bonus attack damage) (+15% of target's current health) physical damage to enemies hit, capped at 600 (+1.0 per bonus attack damage) physical damage against monsters. Non-Challenged enemies are also knocked back and stunned for 0.75 seconds. For the next 3 seconds Xin Zhao has Awareness, negating all damage received from enemies 450-units away from him. Basic attacks and other spell casts extend the duration by 0.3 seconds, but the remaining duration cannot exceed 3 seconds.;188;120/110/100;100;"(+1.0 per bonus attack damage), ""(+15% of targets current health)"", (+1.0 per bonus attack damage)"
XIN ZHAO;DETERMINATION;Passive;Every third basic attack deals 15/25/35/45% of total AD as bonus physical damage and restores 10-112 (+0.1 per attack damage) (+40% of ability power) health (at level 1-18).;;;;(+0.1 per attack damage), (+40% of ability power)
XIN ZHAO;THREE TALON STRIKE;Q;Range: 375 Cooldown: 7/6.5/6/5.5/5 Cost: 30 Xin Zhao prepares to unleash a fearsome combo, causing his next 3 standard attacks to deal his attack damage plus an additional 20/28/36/44/52 (+0.4 per bonus attack damage) as physical damage to enemy targets, with the final attack knocking his opponent into the air. Each strike while active reduces the cooldown of his other skills by one second.;375;7/6.5/6/5.5/5;30;(+0.4 per bonus attack damage)
XIN ZHAO;WIND BECOMES LIGHTNING;W;Range: 1000 Cooldown: 12/11/10/9/8 Cost: 45 Xin Zhao performs two swift strikes over a 0.5-0.4 second period (based on bonus attack speed), the first dealing 30/40/50/60/70 (+0.3 per attack damage) physical damage to all enemies in an arc and the second dealing 40/75/110/145/180 (+0.75 per attack damage) damage and slowing all enemies in a line by 50% for 1.5 seconds. Each strike deals 50% damage against minions, benefits from 33.3% of Xin Zhao's lifesteal, will stack and apply Determination, and the duration on his other abilities is paused during the effect.;1000;12/11/10/9/8;45;(+0.3 per attack damage), (+0.75 per attack damage)
YASUO;LAST BREATH;R;Range: 1400 Cooldown: 80/55/30 Yasuo gains maximum Flow, and teleports to a nearby Airborne enemy champion. Upon arrival, he suspends all airborne units within a 400-radius of his target in the air for 1 second while 200/300/400 (+1.5 per bonus attack damage) physical damage them. Once he lands, Yasuo gains 50% armor penetration on critical hits against his enemy's bonus armor for 15 seconds Casting Last Breath will reset the chain on Steel Tempest.;1400;80/55/30;;(+1.5 per bonus attack damage)
YASUO;STEEL TEMPEST;Q;Range: 475 Cooldown: 4 First and Second cast: Yasuo thrusts forward with his sword, dealing 20/45/70/95/120 (+1.0 per attack damage) physical damage to all enemies in a line. Successfully landing Steel Tempest grants Yasuo Gathering Storm stacks for 6 seconds. Third Cast: The third stack of Gathering Storm causes Steel Tempest to send out a whirlwind that travels in a line of 900 range and sends all enemies caught Airborne. This whirlwind deals 20/45/70/95/120 (+1.0 per attack damage) physical damage to everyone hit. If Yasuo casts Steel Tempest during Sweeping Blade, the ability strikes all enemies immediately around him, having a radius of 375 instead. Steel Tempest can critically strike for 160% damage and apply on hit effects for the first target hit. The ability is also unaffected by cooldown reduction, instead, the cooldown and cast time is reduced by Yasuo's attack speed.;475;4;;(+1.0 per attack damage), (+1.0 per attack damage)
YASUO;SWEEPING BLADE;E;Range: 475 Cooldown: 0.5/0.4/0.3/0.2/0.1 Yasuo dashes a fixed distance through an enemy, dealing 60/70/80/90/100 (+60% of ability power) (+0.2 per bonus attack damage) magic damage and marking them briefly. If Yasuo uses Sweeping Blade multiple times in succession, the ability deals extra 25% base damage with a 50% bonus maximum. When sweeping blade is cast on a target, the target will get marked for 10/9/8/7/6 seconds. Yasuo cannot use Sweeping Blade on an enemy that's already been marked.;475;0.5/0.4/0.3/0.2/0.1;;(+60% of ability power), (+0.2 per bonus attack damage)
YASUO;WAY OF THE WANDERER;Passive;Yasuo doubles his total critical strike chance from all other sources, but his critical strikes only deal bonus physical damage. Yasuo generates Flow for every 59/52.5/46 units he travels by any means - the faster he moves, the faster his Flow meter fills (depending on level). At 100 stacks and upon taking non-minion damage, Yasuo consumes all Flow to shield himself for 115−525 for up to 1 second (depending on level).;;;;
YASUO;WIND WALL;W;Range: 400 Cooldown: 30/27/24/21/18 Active: Yasuo creates a wall of wind with a width of 300/350/400/450/500, that slowly drifts forward for 3,75 seconds. The wall blocks all enemy projectiles except tower hits.;400;30/27/24/21/18;;
YORICK;DARK PROCESSION;W;Cooldown: 20/18/16/14/12 Cost: 70 Active: Yorick summons a circular wall of spirits around the target area after a brief delay, forming impassible terrain for the next 4 seconds. Allies can walk through the barrier without impediment. Dark Procession can be targeted by enemy basic attacks and takes 1 damage per attack, dissolving after taking 2/2/3/3/4 damage.;;20/18/16/14/12;70;
YORICK;EULOGY OF THE ISLES;R;Range: 600 Cooldown: 160/130/100 Cost: 100 Active: Yorick summons the Maiden of the Mist, along with 2/3/4 Mist Walkers. The Maiden of the Mist has 300/1000/3000 (+70% maximum health) in Health and can both move and attack on her own, dealing 0/10/40 (+50% of Yorick's attack damage) magic damage every second to her target enemy and raising Mist Walkers from nearby enemy deaths. Yorick's basic attacks against the Maiden of the Mist's target deal 3/6/9% of target's maximum health in bonus magic damage. This cannot happen more than once every 2 seconds, and triggers against structures. Yorick can reactivate Eulogy of the Isles to set the maiden free, causing her to push the nearest lane until she dies.;600;160/130/100;100;"(+70% maximum health), ""(+50% of Yoricks attack damage)"""
YORICK;LAST RITES;Q;Range: 125 Cooldown: 7/6.25/5.5/4.75/4 Cost: 25 Active: Yorick's next basic attack within 6 seconds deals 30/55/80/105/130 (+ 0.4 per attack damage) bonus physical damage and heals him for 12 - 82 (based on level) (doubled to 24 - 164 (based on level) if he is below 50% maximum health) as well as spawning a Grave if Last Rites kills the target. If there are at least 3 Graves nearby, Yorick can cast Awakening within Last Rites' cooldown. Last Rites resets Yorick's autoattack timer. Active - Awakening: Yorick raises a Mist Walker from each nearby Grave.;125;7/6.25/5.5/4.75/4;25;(+ 0.4 per attack damage)
YORICK;MOURNING MIST;E;Cooldown: 12/11/10/9/8 Cost: 50/55/60/65/70 Active: Yorick hurls a globule of Black Mist that splashes across an off-centered area, dealing 15% of target's current health in magic damage to all enemies hit, down to a minimum of 70/105/140/175/210 (+70% of ability power) damage. All enemies hit by the globule are slowed by 30% for 2 seconds and champions and monsters are marked for 4 seconds. Yorick, his Mist Walkers, and the Maiden of the Mist gain 20% bonus movement speed when moving towards marked targets, and Mist Walkers that were near an affected champion gain the ability to leap to them on their next attack.;;12/11/10/9/8;50/55/60/65/70;(+70% of ability power)
YORICK;SHEPHERD OF SOULS;Passive;Range: 1200 Yorick raises a grave for every enemy champion, large monster and 12th/6th/2nd non-champion enemies that dies near him (depending on level), as well as for every enemy he kills with Last Rites. Only 4 graves can exist at the same time, with the furthest ones being replaced by the newest. Large monsters that die near Yorick always leave a grave. Yorick can use Awakening to raise a Mist Walker from a grave. Mist Walkers has 100-185 (+15% maximum health) in health (depending on level) and deals 2-99 (+30% of attack damage) in damage to its target (depending on level). There can only exist 4 Mist Walkers at the same time, with the closest ones being replaced by the newest.;1200;;;(+15% maximum health), (+30% of attack damage)
YUUMI;BOP 'N' BLOCK;Passive;Yuumi periodically empowers her next basic attack against an enemy champion to grant her 50−160 mana (depending on level) and 60-400 (+40% of ability power) damage shield (depending on level) that lasts until it is broken. This effect has a 20-8 second cooldown (depending on level). If Yuumi is Attached, the shield protects her ally instead.;;;;(+40% of ability power)
